source,listing_url,title,price_lkr,address,bedrooms,bathrooms,house_sqft,land_perches,posted_on_text,sublocation,district,description_raw
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-colombo-7-for-rent-colombo-275,House for Rent in Colombo 7,685000,"Dharmapala Road Colombo 7, Colombo 7, Colombo",3,4,3500,8,Posted on 30 Apr 4:54 am,Colombo 7,Colombo,"Commercial Property for Rent in Colombo 7   Dharmapala Road   Reception area  Living area  Dining area  Middle Garden   Back Garden   Kitchen   Store area  4 Washrooms   Maids washroom   Three rooms  Living area  Balconies  Parking one slot inside   2 parkings on private road   Rent 685,000 6 months deposit+ Half a month Real Estate Charges  Viewing based on appointments  Show more"
ikman.lk,https://ikman.lk/en/ad/five-bedroom-three-storied-house-for-rent-battaramulla-for-rent-colombo-7,FIVE BEDROOM THREE STORIED HOUSE FOR RENT BATTARAMULLA,200000,"Battaramulla Pannipitiya Rd, Battaramulla, Colombo",5,5,5000,20,Posted on 30 Apr 4:51 am,Battaramulla,Colombo,"FIVE BEDROOM THREE STORIED HOUSE FOR RENT BATTARAMULLA  * 5 BEDROOMS   5000 +  Sq. Ft.   * 5 TOILETS   *TWO PANYRY/ DINING   *SITTING     *LARGE  TV  LOBBY  *KITCHEN  *SERVANTS  ROOM   *  2 ROOF  TOPS   *  2  BALCONIES  *FRONT AND  REAR  GARDEN   *SHRINE  ROOM  ON  20 P.  LAND   * 20 Ft. WIDE  ACCESS  ROADS   * 2-3 MINUTES  DRIVE  FROM  MAIN  BATTARAMULLA / PANNIPITIYA  174  BUS  ROUTE    * PARKING  FOR  TWO  CAN  ACCOMODATE  FOUR  IF  REQUIRED.   *150 Mtrs. WALKING  DISTANCE  TO  DEVURANVEHERA  TEMPLE   *VERY  PLEASANT  NEIGHBOURHOOD.  *Rent  P/M Rs. 200,000/-  LONG  LEASE  *Outright  Purchase   80 M.  Show more"
ikman.lk,https://ikman.lk/en/ad/ground-floor-house-furnished-or-unfurnished-wellawata-for-rent-colombo,Ground Floor House Furnished or Unfurnished Wellawata,180000,"Wellawata Junction, Colombo 6, Colombo",2,2,1850,5,Posted on 30 Apr 11:34 am,Colombo 6,Colombo,Company Name : Daraa Salam Properties               > Rent Property >                                  Established in 2019 [6th Annevesarry ]  Note 1 : Half Month Broker                   Fess Aply   Note 2 : No Fake Agents Plz  Note 3 : We Do Short Term                    Long Term                  * Apartment & House *                  ' Lanka & Abroad *  Note 4 : Check Our Properties   Ikman. Lk Instagram & Tik Tok  Show more
ikman.lk,https://ikman.lk/en/ad/3-storey-housethe-upper-3rd-floor-with-separate-entrance-house-for-rent-for-rent-colombo,"3-Storey House,The Upper 3rd Floor With Separate Entrance House For Rent",110000,"Old Corey Rd, Now Galvihara Rd, 400 meters to Nedimala Dehiwala 119 bus route,, Dehiwala, Colombo",3,2,1500,15,Posted on 05 May 1:09 am,Dehiwala,Colombo,"🟪An Ad for a House for Rent.🟪             🟣Rent By :🟣 CRH 🟣                         🟣CEYLON ROOTS HOLDINGS🟣    THIS IS REGISTERED COMPANY  🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻       🟪☎️Please Call Between  🟪☎️From 8:30am To 7:00pm          📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️📌             🟣Sold /Rented By🟣                            📍CEYLON ROOTS HOLDINGS📍              🟪MAHARAGAMA🟪  🟣💯Please note that only if you acquire this property on a rental basis, you will have to pay an AGENT COMMISSION FEES to our agency as follows:        🟣💯If you purchase this Property for Residential use for ONE YEAR 0️⃣1️⃣one year, you will have to PAY us HALF a MONTH'S 1️⃣/2️⃣Rent         🟣💯If you acquire this Property for Office or Commercial Purposes, you will be Required to PAY us ONE MONTH'S 0️⃣1️⃣ Rent.         📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️  ☎️Contact🇱🇰Calls or WhatsApp,  🟪💯👍Kindly read ALL THE        DETAILS of this ad here &        make a PHONE CALL.  🟪💯👍මෙම දැන්වීමෙහි       සියලු විස්තර මෙතනින් කියවා       දුරකථන ඇමතුමක් ලබගැනීමට       කාරුණික වන්න.  🟪🏠️🏘️ Apart from this       advertisement, All types of       LANDS PROPERTIES & HOUSES       are available to GET and SELL       through our Company.  🟪🏠️🏘️ මෙම දැන්වීම හැර තවත්       සියලුම වර්ගයේ ඉඩම් දේපල හා       නිවාස අප ආයතනය තුළින් ලබා       ගැනීමට හා විකුණාගැනීමට       පහසුකම් ඇත.  🟪☎️⏰Please call for Prefer  🟪☎️⏰Appointment for Viewing,     🟪☎️⏰ස්තානය පරික්ෂා කිරීමට    පෙර කාලය කලින් වෙන් කරවා    ගැනීමට කාරුණික වන්න  🟪📌️Price can be Negotiated  🟪📌️After Inspecting the house  🟪📆Minimum rental period           01 year,  🟪Monthly rental : Rs 110,000/=  🟪Refundable deposit : 5 Months,  🟪Monthly Rental Payments at the       Beginning of the Month,  🟪💡CEB/Leco Electricity bills will           be paid Separately,   🟪🚰Water bills are payable Will be           shared with other households  🟪15 Perch Land,  🟪1500 SQft House,  🟪🛌 03 Bedrooms  🟪🛀 02 Bathrooms Common   🟪No Ac Rooms,            (There are facilities to install              if you need it)  📍Dining Leaving Kitchen area  📍Ceiling & fans  📍Pantrys  📍Sliding gate   🚘01 Vehicle parking  ❌ Pet's🐕are🐈NOT Welcome❌   🟣Ground Floor :        📍The owner of the house and             her family live there.      🟣01st & 2nd Floor's :-        📍The other houses here are             occupied by tenants.       🟪මෙම නිවස ව්‍යාපාරික ස්ථානයක් ලෙස භාවිතා කරන්නේ නම් මෙම නිවසෙහි රැඳෙන පිරිස සහ ව්‍යාපාරික ස්වභාවය මත මෙම මිල ගණන් ඉහළ යා හැකි බව කරුණාවෙන් සලකන්න,  🟪Please note that if the house is used as a business location, these prices may increase depending on the number of people staying in the house and the nature of the business.  ❌💯☎️Please Dont Call☎️💯❌         💯❌This house is NOT allowed           to be used as an of  💯❌No SPA or Foot massage,  💯❌No Gest House,  💯❌No Restaurant,   🟪💯මෙම දැන්වීමෙහි ඇති සියලූම ඡායාරූප හා අනෙකුත් විස්තර මෙම දේපළටම අදාළ සත්‍ය හා නිවැරදි තොරතුරු බව අප වගකීමෙන් යුතුව සඳහන් කරනු ඇත💯🟪  🟪💯We undertake to state that all photographs and other details in this advertisement are TRUE & CORRECT information relating to this property💯🟪  Show more"
ikman.lk,https://ikman.lk/en/ad/very-beautiful-single-storey-housefor-rent-there-is-another-house-here-for-rent-colombo,"Very Beautiful Single-Storey Housefor Rent, There is Another House here",100000,"The Roof is Concrete slab, Wikkramratana Mw, 1.3km to Kohuwala Junction, 500m From Colombo Horana Rd, Kohuwala, Colombo",3,1,1500,16,Posted on 04 May 11:57 am,Kohuwala,Colombo,"🟪An Ad for a House for Rent.🟪             🟣Rent By :🟣 CRH 🟣                         🟣CEYLON ROOTS HOLDINGS🟣    THIS IS REGISTERED COMPANY  🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻      🟪☎️Please Call Between  🟪☎️From 8:30am To 7:00pm          📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️📌             🟣Sold /Rented By🟣                            📍CEYLON ROOTS HOLDINGS📍              🟪MAHARAGAMA🟪         📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️  💯Please note that only if you acquire this property on a rental basis, you will have to pay an AGENT COMMISSION FEES to our agency as follows:        🟣💯If you purchase this Property for Residential use for ONE YEAR 0️⃣1️⃣one year, you will have to PAY us HALF a MONTH'S 1️⃣/2️⃣Rent         🟣💯If you acquire this Property for Office or Commercial Purposes, you will be Required to PAY us ONE MONTH'S 0️⃣1️⃣ Rent.  ☎️Contact🇱🇰Calls or WhatsApp,  🟪💯👍Kindly read ALL THE        DETAILS of this ad here &        make a PHONE CALL.  🟪💯👍මෙම දැන්වීමෙහි       සියලු විස්තර මෙතනින් කියවා       දුරකථන ඇමතුමක් ලබගැනීමට       කාරුණික වන්න.  🟪🏠️🏘️ Apart from this       advertisement, All types of       LANDS PROPERTIES & HOUSES       are available to GET and SELL       through our Company.  🟪🏠️🏘️ මෙම දැන්වීම හැර තවත්       සියලුම වර්ගයේ ඉඩම් දේපල හා       නිවාස අප ආයතනය තුළින් ලබා       ගැනීමට හා විකුණාගැනීමට       පහසුකම් ඇත.  🟪☎️⏰Please call for Prefer  🟪☎️⏰Appointment for Viewing,     🟪☎️⏰ස්තානය පරික්ෂා කිරීමට    පෙර කාලය කලින් වෙන් කරවා    ගැනීමට කාරුණික වන්න  🟣මෙම නිවස තට්ටු දෙකක නිවසක් ලෙස සෑදීමට ගත් අතර තනි තට්ටුව නිමවා ඇති බැවින් වහලයට කොන්ක්‍රීට් ස්ලැබ් එක ඇත,  🟣This house was built as a two-story house, but since it is a single-story house, the roof has a concrete slab,  🟣මෙම නිවස පිහිටි ඉඩමෙහි පිටුපස තවත් පවුලක් සිටින නිවසක් ඇත, මේ දෙගොල්ලන්ටම ඇතුළුවීමට ඇත්තේ මෙම ගේට්ටුව පමණි, ඔවුන්ට වාහන නොමැත.  🟣There is another family's house behind the land where this house is located. Both of them have only this gate to enter. They do not have vehicles.  🟪📌️Price can be Negotiated  🟪📌️After Inspecting the house  🟪📆Minimum rental period            01 year  🟪Monthly rental : Rs 100,000/=  🟪Refundable deposit : 6 Months,  🟪Monthly Rental Payments at the       Beginning of the Month,  🟪💡CEB/Leco Electricity bills will           be paid Separately,   🟪🚰Water bills are payable Will be shared with other households  🟪16 Perch Land,  🟪1500 SQft House,  🟪🛌 03 Bedrooms  🟪🛀 01 Bathrooms Common  📍Dining Leaving Kitchen areas  📍Ceiling fans  📍Pantry  📍Sliding gate   🚘01 Vehicle parking,  ❌ Pets🐕are🐈NOT Welcome❌  🟪මෙම නිවස ව්‍යාපාරික ස්ථානයක් ලෙස භාවිතා කරන්නේ නම් මෙම නිවසෙහි රැඳෙන පිරිස සහ ව්‍යාපාරික ස්වභාවය මත මෙම මිල ගණන් ඉහළ යා හැකි බව කරුණාවෙන් සලකන්න,  🟪Please note that if the house is used as a business location, these prices may increase depending on the number of people staying in the house and the nature of the business.  ❌💯☎️Please Dont Call☎️💯❌         💯❌This house is NOT allowed          to be used as an of  💯❌No SPA or Foot massage,  💯❌No Gest House,  💯❌No Restaurant,   🟪💯මෙම දැන්වීමෙහි ඇති සියලූම ඡායාරූප හා අනෙකුත් විස්තර මෙම දේපළටම අදාළ සත්‍ය හා නිවැරදි තොරතුරු බව අප වගකීමෙන් යුතුව සඳහන් කරනු ඇත💯🟪  🟪💯We undertake to state that all photographs and other details in this advertisement are TRUE & CORRECT information relating to this property💯🟪  Show more"
ikman.lk,https://ikman.lk/en/ad/two-storey-house-for-rent-in-sirimal-uyana-this-is-not-stand-alone-for-rent-colombo-1,Two-storey House for Rent in Sirimal Uyana-This is not stand-alone.,135000,"1.5km to Galkissa🚦Junction, 1knm to Gall rd opposite CTB, 600m to Air Force Attidiya road Entrance, Mount Lavinia, Colombo",4,3,2000,18,Posted on 07 May 10:05 am,Mount Lavinia,Colombo,"🟪An Ad for a House for Rent.🟪             🟣Rent By :🟣 CRH 🟣                         🟣CEYLON ROOTS HOLDINGS🟣    THIS IS REGISTERED COMPANY  🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻      🟪☎️Please Call Between  🟪☎️From 8:30am To 7:00pm          📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️📌             🟣Sold /Rented By🟣                            📍CEYLON ROOTS HOLDINGS📍              🟪MAHARAGAMA🟪         📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️📌️  💯Please note that only if you acquire this property on a rental basis, you will have to pay an AGENT COMMISSION FEES to our agency as follows:        🟣💯If you purchase this Property for Residential use for ONE YEAR 0️⃣1️⃣one year, you will have to PAY us HALF a MONTH'S 1️⃣/2️⃣Rent         🟣💯If you acquire this Property for Office or Commercial Purposes, you will be Required to PAY us ONE MONTH'S 0️⃣1️⃣ Rent.  ☎️Contact🇱🇰Calls or WhatsApp,  🟪💯👍Kindly read ALL THE        DETAILS of this ad here &        make a PHONE CALL.  🟪💯👍මෙම දැන්වීමෙහි       සියලු විස්තර මෙතනින් කියවා       දුරකථන ඇමතුමක් ලබගැනීමට       කාරුණික වන්න.  🟪🏠️🏘️ Apart from this       advertisement, All types of       LANDS PROPERTIES & HOUSES       are available to GET and SELL       through our Company.  🟪🏠️🏘️ මෙම දැන්වීම හැර තවත්       සියලුම වර්ගයේ ඉඩම් දේපල හා       නිවාස අප ආයතනය තුළින් ලබා       ගැනීමට හා විකුණාගැනීමට       පහසුකම් ඇත.  🟪☎️⏰Please call for Prefer  🟪☎️⏰Appointment for Viewing,     🟪☎️⏰ස්තානය පරික්ෂා කිරීමට    පෙර කාලය කලින් වෙන් කරවා    ගැනීමට කාරුණික වන්න  🟪📌️Price can be Negotiated  🟪📌️After Inspecting the house  🟪📆Minimum rental period           preferred 2 year  🟪Monthly rental : Rs 125,000/=  🟪Refundable deposit : 4 Months,  🟪Monthly Rental Payments at the       Beginning of the Month,  🟪💡CEB/Leco Electricity bills will           be paid Separately,   🟪🚰Water bills are payable Will be shared with other households  🟪18 Perch Land,  🟪2000 SQft House,  🟪🛌 04 Bedrooms  🟪🛀 03 Bathrooms               (3 rooms can access one                bathroom)               (01 Common)               (02 Attach)  📍Dining Leaving Kitchen areas       terraso & marble  📍Rooms Red Ciment Floor  📍Ceiling & fans  📍Pantry & wet kitchen   📍Sliding gate   🚘2-3 Vehicle parking  ❌ Big Dogs🐕are NOT Welcome❌  ✅ Small Dogs 🐶 & Cats🐈 Ok✅      ( Shitzu - Pomanerian - Beagle )   🟣Ground Floor :      🛌01 Bedrooms,      🛀01 Bathroom Attach,      🚽01 Servant Bathroom,       🚘03 Parking Inside,      📍Living and Dining      📍Pantry/Kitchen      📍Sliding Open Gate,      📍Garden,   🟣01st Floor :-     📍Tv lobby area,     🛌03 Bedrooms,     🛀02 Bathroom                (01 Commen)               (Two rooms can access one                bathroom),  🟪මෙම නිවස ව්‍යාපාරික ස්ථානයක් ලෙස භාවිතා කරන්නේ නම් මෙම නිවසෙහි රැඳෙන පිරිස සහ ව්‍යාපාරික ස්වභාවය මත මෙම මිල ගණන් ඉහළ යා හැකි බව කරුණාවෙන් සලකන්න,  🟪Please note that if the house is used as a business location, these prices may increase depending on the number of people staying in the house and the nature of the business.  ❌💯☎️Please Dont Call☎️💯❌         💯❌This house is NOT allowed          to be used as an of  💯❌No SPA or Foot massage,  💯❌No Gest House,  💯❌No Restaurant,   🟪💯මෙම දැන්වීමෙහි ඇති සියලූම ඡායාරූප හා අනෙකුත් විස්තර මෙම දේපළටම අදාළ සත්‍ය හා නිවැරදි තොරතුරු බව අප වගකීමෙන් යුතුව සඳහන් කරනු ඇත💯🟪  🟪💯We undertake to state that all photographs and other details in this advertisement are TRUE & CORRECT information relating to this property💯🟪  Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-for-rent-colombo-32510,House for Rent,150000,"Vihara mawatha Raththanapitiya Boralesgamuwa, Boralesgamuwa, Colombo",3,2,2000,80,Posted on 29 Apr 11:43 pm,Boralesgamuwa,Colombo,"Single Storey House for rent in vihara mawatha Raththanapitiya Boralesgamuwa   Highly residential area   500.mt to 120 Colombo bus route diulapitiya  Very close to Diulapitiya ,Raththanapitiya, Pepiliyana, Boralesgamuwa, Delkanda, Nugegoda, Bellanvila, keells super,   👍 03 Bedrooms   👍 02 Bathrooms   👍 Living & Dining   👍 Kitchen with pantry   👍 2000sqft   👍 80 Perch   💥 Price   💥 Monthly Rent 150000/=  💥 6 Month keymony   💯 Half of month agent fee required   💥 Please call for seen on appointments and price         and more information   💯 GENUINE BUYERS ONLY   💯 NO BROKERS   Show more"
ikman.lk,https://ikman.lk/en/ad/modern-3-storey-house-for-rent-in-madiwela-for-rent-colombo,Modern 3 Storey House for Rent in Madiwela,185000,"No 3/377 Thalawatugoda road, Madiwela, Kotte, Kotte, Colombo",5,2,3000,17,Posted on 30 Apr 1:13 pm,Kotte,Colombo,"Prime 3-Story Modern Residence with additional parking space provided in the Heart of the Kotte/Nugegoda Hub near Thalawatugoda main road.  Elevate your lifestyle or business operations with this spacious, fully tiled modern home. This property is ideal for a high-end office or a corporate family residence.  Space & Comfort: 5 Large Bedrooms, 2 Modern Bathrooms, and elegant Sitting/Dining areas.  Modern Amenities: Functional Pantry & Kitchen, plus a relaxing Veranda and private Garden.  The View: Balconies for every room and a spacious Roof Terrace—perfect for unwinding after a busy day.  Unbeatable Location: 5 Minutes: Kotte, Nugegoda, Thalawathugoda, Maharagama and main cities in Colombo.  Nearby: Leading National Schools, Shopping Malls like Keels & Cargills, and Government Offices like Passport and ID offices, Sethsiripaya, Isurupaya, Foreign employee bureau, Parliament.  Commute: Only 10-15 minutes to Kottawa and Athurugiriya Highway Entrances.  Nature & Wellness : Embrace a healthier lifestyle with the Kimbulawala and Madiwela jogging tracks just minutes away. For weekend relaxation or evening strolls, you are perfectly positioned near the scenic Diyasaru Park (Thalawathugoda Wetlands) and the vibrant Diyatha Uyana, offering the perfect escape from the city's hustle.  Show more"
ikman.lk,https://ikman.lk/en/ad/pr858-3br-house-for-rent-in-kalubowila-dehiwala-for-rent-colombo,(PR858) 3BR House for Rent in Kalubowila Dehiwala,155000,"Dehiwala, Dehiwala, Colombo",3,2,1875,6.49,Posted on 29 Apr 9:40 pm,Dehiwala,Colombo,"• Well maintained house located in Kalubowila, Dehiwala      • Ideal for families or medical professionals      • Peaceful and quiet residential environment      ◉ Property Features      ➤ 03 Bedrooms      ➤ 02 Bathrooms (01 Attached, 01 Common)      ➤ Living Area      ➤ Dining Area      ➤ Separate Wet & Dry Kitchen      ➤ Maid Washroom      ➤ Backyard with Washing Area      ◉ Amenities      ➤ Hot Water      ➤ Air Condition (01 Bedroom)      ➤ Two Garden Spaces      ➤ Parking Space (01 Vehicle)      ➤ Water & Electricity      ➤ Easy Road Access      ➤ Safe Residential Area  ## Half Month Agent Fee ##  ★ Close Areas -  ★ 550m to SPAR Supermarket  ★ 1.1km to Keells Supermarket  ★ 400m to Kalubowila Teaching Hospital  ★ 800m to Colombo South International School  ★ 2.1km to Lyceum International School  ★ 2.6km to Royal Institute International School  ★ 1.7km to Galle Road  ★ Easy access to Colombo City  ★ Close to Super Markets, Banks, Schools & other essential facilities  ★ All infrastructure perfectly available including waste collection service.  ⇨  Feel free to call for an appointment or  for More information Contact  PEO Land Real Estate (Pvt) Ltd  GENUINE BUYERS ONLY  *NO BROKERS*  (බ්‍රෝකර්වරු ඇමතීමෙන් වලකින්න)  Social Media :  Facebook | YouTube | WhatsApp| Instagram | Tiktok| peolands.com| PEO Land Real Estate (Pvt) Ltd  Show more"
ikman.lk,https://ikman.lk/en/ad/pr859-4br-house-for-rent-in-nawala-for-rent-colombo,(PR859) 4BR House for Rent in Nawala,175000,"Nawala, Nawala, Colombo",4,3,3500,5.5,Posted on 29 Apr 9:39 pm,Nawala,Colombo,"• House located in Old Nawala Road,Nawala      • Only 200m to Nawala Junction with multiple access roads      • Suitable for residential, office or staff accommodation      ◉ Property Features      ➤ 04 Bedrooms      ➤ 03 Bathrooms      ➤ 02 Living Halls      ➤ 02 Kitchens      ➤ Separate Ground & Upper Floor Units      ➤ Front & Rear Balconies      ➤ Small Open Area      ◉ Amenities      ➤ Separate Electricity & Water for Each Floor      ➤ Parking Space (02 Vehicles – Separate Slots)      ➤ Easy Road Access      ➤ Recently Renovated      ➤ Safe Residential Area  ## Half Month Agent Fee ##  ★ Close Areas -  ★ 200m to Nawala Junction  ★ 750m to Open University  ★ Easy access from Old Nawala Road & 8th Lane  ★ Close to Super Markets, Banks, Schools & other essential facilities  ★ All infrastructure perfectly available including waste collection service.  ⇨  Feel free to call for an appointment or  for More information Contact  PEO Land Real Estate (Pvt) Ltd  GENUINE BUYERS ONLY  *NO BROKERS*  (බ්‍රෝකර්වරු ඇමතීමෙන් වලකින්න)  Social Media :  Facebook | YouTube | WhatsApp| Instagram | Tiktok| peolands.com| PEO Land Real Estate (Pvt) Ltd  Show more"
ikman.lk,https://ikman.lk/en/ad/pr860-3br-villa-for-rent-in-canterbury-golf-piliyandala-for-rent-colombo,(PR860) 3BR Villa for Rent in Canterbury Golf Piliyandala,225000,"Piliyandala, Piliyandala, Colombo",3,3,2450,9,Posted on 29 Apr 9:39 pm,Piliyandala,Colombo,"• Brand New Two Storey Villa located in Canterbury Golf Villa, Gonapola      • 10 minutes to Kahathuduwa Highway Exit      • Ideal for expatriates or luxury living      ◉ Property Features      ➤ 03 Bedrooms (02 AC Rooms)      ➤ 03 Bathrooms      ➤ Living Area      ➤ Dining Area      ➤ Kitchen with Full Pantry      ➤ Maid Room & Maid Toilet      ➤ Balcony (First Floor)      ➤ Garden Space      ◉ Amenities      ➤ Semi Furnished (Beds, Mattress, Wardrobes, Sofa Set, Dining Table)      ➤ 24 Hour Security      ➤ External Property Maintenance      ➤ Parking Space (02 Vehicles)      ➤ Access to Golf Club, Gym, Pool & Tennis Court (Membership Required)      ➤ Water & Electricity  ## Half Month Agent Fee ##  ★ Close Areas -  ★ 10 Minutes to Kahathuduwa Highway Entrance  ★ Located within 9 Hole Golf Course  ★ Close to Super Markets, Banks & other essential facilities  ⇨  Feel free to call for an appointment or  for More information Contact  PEO Land Real Estate (Pvt) Ltd  GENUINE BUYERS ONLY  *NO BROKERS*  (බ්‍රෝකර්වරු ඇමතීමෙන් වලකින්න)  Social Media :  Facebook | YouTube | WhatsApp| Instagram | Tiktok| peolands.com| PEO Land Real Estate (Pvt) Ltd  Show more"
ikman.lk,https://ikman.lk/en/ad/house-available-for-rent-for-rent-colombo-141,house available for rent,150000,"hospital road facing, Kalubowila, Colombo",4,4,1350,7,Posted on 29 Apr 8:10 pm,Kalubowila,Colombo,House available for rent kalubovila hospital road facing 4 bedroom 4 attached bathroom hooll kitchen with parking 2 nd floor house near by C s I school 100 mitras 200 mitras to kalubovila hospital 400 mitras to kohuwala junction super location near by suparmakat bank hospital school super location   Call for more details   Half months ejant fee   Only bayars no brokas   Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-galkissa-hr-201-for-rent-colombo,House for Rent in galkissa. Hr-201,100000,"Hr-201 galkissa, Dehiwala, Colombo",3,3,850,10,Posted on 29 Apr 7:20 pm,Dehiwala,Colombo,2nd floor  bed rooms 3  bath rooms 3  hall  tiled  kitchen with pantry  parking available  6months advance  not actual photos  Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-nugegoda-hr-920-for-rent-colombo,House for rent in nugegoda. hr-920,140000,"hr-920-nugegoda, Nugegoda, Colombo",3,2,1100,10,Posted on 29 Apr 7:17 pm,Nugegoda,Colombo,3bedrooms   2bathrooms   ground floor   hall  kitchen   upstair =Owner   6months advance   Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-maharagama-hr-101-for-rent-colombo,house for rent in maharagama. hr-101,150000,"hr-101 maharagama, Maharagama, Colombo",2,1,1000,8,Posted on 29 Apr 7:17 pm,Maharagama,Colombo,bad rooms-2  bath room-1 (hot water)  with furniture   fully tile  roller gate  cctv  living area / kitchen   6 months advance  not actual photos  Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-rathmalanahr-83-for-rent-colombo,house for rent in rathmalana.hr 83,180000,"hr-83-rathmalana, Ratmalana, Colombo",5,3,2500,20,Posted on 29 Apr 7:16 pm,Ratmalana,Colombo,5bedrooms  3bathrooms  hall  kitchen  parking available  not actual photo
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-madiwela-hr-80-for-rent-colombo,House for rent in Madiwela. Hr-80,200000,"Hr-80 Madiwela, Kotte, Colombo",5,2,2900,10,Posted on 29 Apr 7:16 pm,Kotte,Colombo,"Three storey house   Bed rooms 5  Bath rooms 2  Tile  Kitchen,living area,hall,pantry  Balcony  Car parking   Parapet wall and gate  4months advance   Not actual photos   Show more"
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-boralesgamuwa-hr-162-for-rent-colombo,house for rent in boralesgamuwa. hr-162,100000,"hr-162 boralesgamuwa, Boralesgamuwa, Colombo",2,2,1200,10,Posted on 29 Apr 7:15 pm,Boralesgamuwa,Colombo,single story house  bed rooms 2  bath rooms 2  10 perches  hall / kitchen  not actual photos
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-pamunugamahr21-for-rent-colombo,House for rent in pamunugama.hr21,180000,"hr21-pamunugama maharagama, Maharagama, Colombo",3,4,3200,11.5,Posted on 29 Apr 7:15 pm,Maharagama,Colombo,3bedrooms   4bathrooms   hall  kitchen   cctv   not actual photos   Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-battaramulla-hr10-for-rent-colombo-2,House for rent in battaramulla. hr10,81000,"hr10-battaramulla, Battaramulla, Colombo",3,1,1200,10,Posted on 29 Apr 7:14 pm,Battaramulla,Colombo,3bedrooms   1bathroom   newly build house  wooden finished ceiling  6months advance   hall  kitchen   not actual photos   Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-piliyandala-hr944-for-rent-colombo,House for rent in piliyandala. hr944,250000,"hr-944-piliyandala, Piliyandala, Colombo",4,3,3000,10,Posted on 29 Apr 7:14 pm,Piliyandala,Colombo,bedrooms 4  bathrooms3  kitchen with Pantry   living area   Dinning area  cctv  5minutes to piliyandala   10minutes to moratuwa   TV lounge   two storey house  not actual photos   Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-pamankada-hr-916-for-rent-colombo,House for rent in pamankada. Hr-916,200000,"HR-916-PAMANKADA, Colombo 6, Colombo",3,3,1700,10,Posted on 29 Apr 7:13 pm,Colombo 6,Colombo,luxury house for rent in pamankada   3bedrooms   3bathrooms   large living area   parking 2vehicles  upstair  1700sqft  6months advance   only five members   not actual photos  Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-rajagiriya-hr-887-for-rent-colombo,House for Rent In Rajagiriya-HR-887,95000,"HR-RAJAGIRIYA-887, Colombo 6, Colombo",2,2,1600,15,Posted on 29 Apr 7:13 pm,Colombo 6,Colombo,2 bedrooms   Master bedroom attached bathroom with AC   Common bathroom   Study room  Large living area   Dining area  Kitchen   Balcony   Parking   Roller door   6Months Advance  Not Actual Photo   Show more
ikman.lk,https://ikman.lk/en/ad/house-for-rent-in-colombo6hr-886-for-rent-colombo,HOUSE FOR RENT IN COLOMBO6.HR-886,300000,"HR-886-COLOMBO6, Colombo 6, Colombo",3,3,1350,6,Posted on 29 Apr 7:13 pm,Colombo 6,Colombo,TWOSTOREY HOUSE  3BEDROOMS  3BATHROOMS  HALL  KITCHEN   FULLYTILED  NOT ACTUAL PHOTO  Show more
ikman.lk,https://ikman.lk/en/ad/house-rent-kotte-thalawathugoda-madiwala-for-rent-colombo,House Rent Kotte Thalawathugoda Madiwala,185000,"madiwla kotte road, Kotte, Colombo",4,3,3200,18,Posted on 29 Apr 6:55 pm,Kotte,Colombo,office and Business recidenc  house rent kotte madiwala road *******************  Office and Business recidence *****************  18 peach Land *****************  6 vehicle parking ******************  garden ******************  Office rooms ****************  High recidence area ____________  Thalawathugoda  junction 1.5 k. Meters   Baththramull junction 3.5 km meters   Office and recidence Business house rent kotte madiwala road   Office and Business recidence *****************  5 Bedrooms   2 Bathrooms   Sitting and dining   Pantry   Roof top   Balcony   garden   Roller gate    5  vehicle parking garage   Savent bathrooms   Hot water   TV Longer   Close to *********************  Kotte madiwala man road 40 meters   Pitakotte Junction 1.3 km meters   Thalwthugoda junction 1.5 km meters   Baththramull junction 3.5 km meters   Nugegoda junction 4 km meters   Rajagiriya road 4 km meters   Bank and super/  market/ restaurant   Rs 185000  5  months advance   Cantact agent Laksiri   Agent fee half months   NO Broker   Laksiri property realstate  Show more
